9.4280e-01 2.0800e-02 3.6400e-02 9.2700e-02 2.8100e-02 8.7920e-01
8.8630e-01 8.0100e-02 3.3600e-02 1.1710e-01 7.9100e-02 8.0380e-01
8.4540e-01 1.2190e-01 3.2700e-02 1.2090e-01 9.8100e-02 7.8100e-01
8.0310e-01 1.6400e-01 3.2900e-02 1.2970e-01 1.3780e-01 7.3250e-01
7.3990e-01 2.2170e-01 3.8400e-02 1.3340e-01 1.5010e-01 7.1650e-01
7.0930e-01 2.4760e-01 4.3100e-02 1.4210e-01 1.7660e-01 6.8130e-01
